"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:13:48","","","","","",""
"from Hadjantonakis lab (https://www.nature.com/articles/ncomms13463), postprocessed in https://www.sciencedirect.com/science/article/pii/S0006349518312578","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Population","DCGNeighborCount","Nanog-ebLogCor","Gata6-ebLogCor"
121,100.71875,77.48092,8.3438,"TE",2.,1.15535548745572,3.9516548614667
121,70.56904999999999,81.70305,11.094,"DP",10.,5.57804895396799,4.28629289729105
121,68.26899999999999,93.91822,12.241,"DP",7.,5.36274044183959,4.05018976510903
121,72.75189999999999,64.62115,14.384,"DP",9.,5.60275020058045,4.04675063920807
121,73.58108999999999,103.76008999999999,14.65,"TE",7.,4.59853896346547,4.38210332260806
121,81.26941,50.19676,19.934,"TE",6.,4.21083446360542,4.22460067782078
121,59.42919,69.05717,19.674,"DP",10.,5.7943074438164,4.33571230556566
121,53.29962999999999,77.57760999999999,21.35,"DP",10.,6.06473943858107,4.41820396722309
121,58.50037999999999,90.75089,24.111,"DP",10.,5.81385523889382,5.11834545130485
121,60.72425,51.70278,25.485,"TE",8.,1.58029805804627,3.49077876889023
121,88.87861999999998,101.38385999999998,24.665,"TE",6.,4.92643889696753,4.3932212488868
121,74.65053999999999,74.54799,26.303,"DP",14.,5.57464095975034,3.60771949525747
121,43.78592,70.62178999999999,29.025,"TE",8.,-0.465537259857592,3.90080265046131
121,71.9022,91.31638,29.423,"DP",12.,4.53074802374399,3.72475846129703
121,60.59533,101.2901,32.624,"TE",7.,3.63007540617788,4.19085438453314
121,68.82276999999999,58.72013,31.745,"DP",10.,5.89779406897566,3.72145748767285
121,111.80586999999998,59.19772,35.532,"TE",0.,6.19777411662818,6.49703149017945
121,54.92285,66.49342,39.948,"EPI",11.,5.18135433611578,2.61972225045878
121,53.62486,84.87331,41.513,"EPI",10.,5.89061802339033,2.82081203575431
121,73.66899,78.25737,42.026,"EPI",9.,5.76513573891234,2.39079660226096
121,61.207699999999996,76.47006999999999,46.727,"EPI",8.,5.70557409235179,1.64768224625118
121,68.48582,91.33689,46.503,"DP",7.,5.53046604884749,3.67227088921543
121,82.74906,49.13609999999999,50.742,"TE",3.,2.67373585943087,4.41715522046341
121,65.87519,65.34779,47.418,"EPI",7.,5.32933755129211,1.95991468760077
121,77.34907,103.75716,48.5,"TE",6.,3.55436245116769,3.30456772853296
121,68.04925,53.75671,51.049,"TE",6.,0.470240404886769,1.4388988909552
121,105.8023,96.46146,51.932,"TE",1.,5.1778688008943,6.06476889311741
122,59.77492999999999,78.36285,5.485,"TE",7.,4.65307039054832,3.61039776491473
122,89.20678,78.55623,4.0135,"TE",9.,3.32360217752513,4.09990287644726
122,86.26213,65.29212,6.2139,"TE",9.,2.56647453768294,3.56091682885118
122,65.69353,57.01194,8.0482,"TE",8.,3.60422857515723,3.46738909053004
122,68.13715,77.24359,13.611,"EPI",11.,5.30550686974324,3.29543190973555
122,95.75533,70.65401999999999,14.331,"TE",9.,5.0947090176803,3.94056348406525
122,81.91108,87.27005,14.093,"DP",10.,5.29470028948583,4.28567598173683
122,82.09859999999999,101.14652999999998,18.594,"TE",7.,5.04057062206879,4.44038972539803
122,96.55815,88.01719999999999,19.868,"TE",9.,4.52907623947651,4.74232680902713
122,76.00126999999999,75.89578999999999,21.122,"EPI",16.,5.19011310275659,2.82946028350632
122,69.61973,90.09456999999999,20.961,"EPI",10.,4.46494609989155,3.34399114121528
122,86.40863,78.35406,25.161,"EPI",11.,6.26151563608216,3.09654353675934
122,58.01107,56.903529999999996,27.168,"EPI",8.,5.4073577997311,-1.31032551085057
122,94.25809999999998,66.83915999999999,26.082,"TE",8.,4.22742461112263,2.52402856867636
122,53.449059999999996,75.17208,29.208,"TE",11.,4.32964165550785,4.61526312817367
122,79.99485999999999,51.450799999999994,31.149,"TE",8.,5.09050094182526,3.86289284511453
122,82.22166,67.46618,30.272,"EPI",12.,5.23164257106755,2.93608383806719
122,64.86140999999999,100.90041,33.02,"TE",7.,5.39499941950068,5.56801008509599
122,80.70978,92.82825999999999,30.912,"EPI",13.,6.1455310565684,3.52546050993666
122,74.59779999999999,60.87954,33.845,"EPI",10.,4.27850157556502,0.210358753573785
122,88.36586999999999,59.098099999999995,33.437,"TE",8.,4.39564644424977,3.37358639963879
122,63.6982,83.18856,33.129,"EPI",10.,5.78296762278692,2.91180300368568
122,61.896249999999995,69.23297,36.051,"EPI",10.,4.2149478280076,0.685380329493723
122,75.18086999999998,77.78271000000001,34.109,"EPI",13.,5.46908158637287,2.57685053464757
122,87.63044,95.36856999999999,42.474,"TE",8.,4.01392262306563,3.01525950981689
122,70.08267,90.65713,45.048,"EPI",8.,4.7677706730828,2.37235966821207
122,79.87765999999999,69.59043,45.395,"EPI",9.,5.74752650934133,2.13465006736001
122,92.27449,81.67375,46.212,"TE",11.,2.28976739109243,0.12823077335961
122,80.18531,83.45226,46.948,"EPI",7.,5.43893443746248,1.26940163586693
122,68.52391,77.34321,47.735,"EPI",9.,5.46583374991307,2.10206619790038
122,70.51044999999999,60.27009999999999,46.593,"TE",8.,1.85748150416091,-0.0408826439627568
123,79.66963,64.42483999999999,3.7805,"TE",9.,2.64729946513053,3.50653811530538
123,57.829409999999996,64.65630999999999,4.3632,"TE",12.,1.32917184183193,2.66866594286347
123,63.185449999999996,73.94734,4.8249,"EPI",10.,5.65356116029358,2.60230668166622
123,89.8924,76.54039,4.4927,"TE",7.,2.49226869070064,3.83804680842868
123,76.37631,79.53192,4.7957,"EPI",7.,5.68672430618807,2.81415450174236
123,66.35864,86.14786,3.503,"TE",11.,2.83858746503938,3.35507087749079
123,77.31684,50.756389999999996,9.2063,"TE",8.,2.73232137728154,3.22390856299414
123,91.21968999999999,59.628429999999994,10.054,"TE",7.,1.29706616369369,3.62962923019353
123,44.97257,63.47551999999999,11.93,"TE",9.,1.40731962421512,3.86962046633237
123,81.10825999999999,93.68382,11.564,"TE",8.,-0.126566195818253,3.77188001687331
123,86.03944999999999,49.68694,13.734,"TE",6.,1.66711177531996,3.8649019493649
123,70.64523,73.35840999999999,15.587,"DP",16.,5.457678184689,5.25245235407339
123,61.32783,86.20352999999999,13.42,"DP",10.,5.48172436524813,4.48996355530282
123,66.60769,47.987539999999996,14.049,"TE",7.,2.40201698147001,2.88543027070817
123,72.55559,62.34161,16.2,"EPI",15.,5.41699325862149,3.12084130466291
123,50.2788,47.34587,18.305,"TE",12.,0.4690361559656,4.25443034176139
123,42.62564,81.87592,18.979,"TE",12.,-0.631386041501612,4.41444689636291
123,52.871849999999995,62.57308,15.606,"DP",11.,4.43833447942322,4.96232258969187
123,57.52469,94.77964,18.517,"TE",9.,4.49983760858182,4.47963872624505
123,59.3032,75.94852999999999,19.453,"DP",13.,5.22612275729652,4.91142905888495
123,109.84863,77.90576999999999,21.409,"TE",4.,0.538842950289384,3.28113761811158
123,69.60508,40.68598,20.231,"TE",9.,1.20651913003254,3.78387702970221
123,67.63319,93.04508,23.025,"DP",11.,5.00440986763365,5.57393360927306
123,49.10973,71.45098,22.929,"DP",11.,5.51425099612037,4.87495296290878
123,61.29559999999999,48.71125,25.059,"DP",11.,6.19374149432066,3.7357240210493
123,59.411609999999996,63.65718,28.085,"DP",12.,5.52236361802714,5.60662638776934
123,81.4833,102.84593,27.406,"TE",6.,3.97166472293912,3.89727872688299
123,52.895289999999996,85.18682,28.516,"EPI",13.,6.40907550686195,3.1364180880667
123,39.8187,67.72108999999999,30.996,"DP",9.,4.6005417991772,5.47060938641209
123,81.56533999999999,39.54035,32.791,"TE",8.,2.77958689467138,4.23357416378147
123,47.63594,55.84287,32.391,"DP",14.,4.53207915225604,5.40284599166657
123,69.48787999999999,34.17552,32.711,"TE",8.,2.93561761508063,3.91378242805415
123,58.13999,34.44801,34.266,"TE",8.,-1.66059384333065,4.68397572506418
123,62.98620999999999,75.55298,33.948,"DP",13.,5.00667377966281,5.15520540421195
123,69.32673,94.67708999999999,36.094,"EPI",12.,6.29390021358169,3.43377766801887
123,56.79512,48.1692,36.6,"DP",11.,5.05830572977361,5.21687072007676
123,41.29834999999999,42.51137,38.396,"TE",8.,-1.31119474138927,4.48991865207937
123,50.46046,71.54181,36.973,"PRE",10.,3.6579608851608,5.53908870151016
123,62.69613999999999,100.55174,40.552,"TE",11.,-0.491339910921138,3.80164764189268
123,33.80048,59.13912,41.159,"TE",8.,2.45338998294278,3.18211181529743
123,103.65753999999998,71.64729,41.345,"TE",3.,2.31440810518506,4.68351129209448
123,89.65214,104.62736999999998,41.52,"TE",5.,-0.615947250902649,4.22332248578986
123,39.56379,79.66669999999999,40.644,"TE",11.,2.00596143094929,4.54705786245484
123,56.61932,82.61134999999999,41.832,"DP",12.,5.91397671331482,5.12128760721115
123,114.78567999999999,85.04910999999998,43.347,"TE",3.,3.54369316119828,4.50262453144421
123,47.017709999999994,88.71453999999999,43.063,"TE",10.,4.11305836851665,4.05105277969428
123,56.25307,65.40932,44.536,"DP",13.,5.00989240326276,4.65942713556561
123,61.843509999999995,42.92157,45.274,"TE",10.,1.18671637371343,1.57353539831024
123,80.29372000000001,37.087939999999996,44.778,"TE",4.,-0.387935816545613,2.65955935096827
123,46.68662,51.14901,46.987,"EPI",9.,5.74684849315681,2.31502014925501
123,43.211639999999996,65.10167,49.998,"DP",13.,5.95895982519237,5.2400974304522
123,57.410419999999995,91.60351999999999,50.348,"DP",8.,3.98306407281953,5.8525611953684
123,62.49104,83.43175,53.736,"DP",9.,5.25620114341503,3.87879440989911
123,80.00950999999999,100.64842999999999,56.435,"TE",6.,3.11743205516312,2.6376930086081
123,58.1312,63.32023,58.081,"TE",9.,-0.615614152318683,1.41086075228734
123,97.77409999999999,88.55046,59.004,"TE",4.,3.79647335602101,4.47886706245464
123,37.06743,54.44526,58.871,"TE",7.,-1.07245709574154,2.9770382393058
123,39.65754999999999,72.48234,59.551,"TE",8.,1.00505524280376,3.41328855995677
123,51.22225999999999,80.23218999999999,60.395,"TE",11.,4.29322116998956,3.37075572270857
123,67.72988,92.25105,61.152,"TE",8.,-1.64349399387627,1.60067283158187
123,48.53545,70.46064,61.022,"TE",7.,4.35104063019557,3.07772647818318
124,62.90416999999999,71.1111,3.6384,"TE",8.,4.45720600931843,3.8148172193955
124,72.72552999999999,81.31335999999999,3.9239,"TE",9.,4.39072928613612,4.00398755626678
124,60.50157,97.44008,9.5769,"TE",9.,4.42144425748166,4.41252245541752
124,71.51250999999999,63.818329999999996,11.745,"DP",9.,4.88221043927605,4.6275227634689
124,78.91955,101.42781,12.18,"TE",7.,5.32481546467441,5.0738865714291
124,62.28008,81.45985999999999,13.525,"DP",13.,5.42719899748143,4.69439795204835
124,85.10477999999999,69.66661,15.035,"TE",7.,4.91372393613345,4.40499270472773
124,59.04536,58.27476999999999,15.897,"TE",7.,4.54472057923598,4.47226290032918
124,48.99253,70.63644,17.95,"TE",6.,4.637286918472,4.91276275195016
124,74.57436,74.42786,18.976,"DP",12.,4.14979500746752,5.11307915072252
124,91.84084999999999,85.81384,18.749,"TE",9.,4.9196974849193,4.96426249661462
124,79.86300999999999,90.92961999999999,20.07,"DP",10.,4.68309915298,5.43049745419939
124,52.8865,79.65205,27.96,"PRE",10.,3.57312462320172,4.58104310755948
124,91.83498999999999,70.48115,27.803,"TE",6.,2.99855273035985,5.42493152489305
124,63.484309999999994,71.42461,27.673,"DP",11.,4.89286723442949,5.24461242702737
124,72.25086999999999,83.61926999999999,28.456,"DP",14.,5.49632059359693,4.18322598829263
124,69.98304999999999,98.4773,28.827,"DP",11.,5.80476314298334,6.13482594210141
124,64.52153,54.52144,31.204,"TE",6.,4.92595106614726,4.91114290237306
124,51.61488,101.77061999999998,31.657,"TE",8.,4.30645513068237,6.08508222344065
124,58.227889999999995,90.77726,35.159,"DP",10.,4.90613689050188,4.39696419659054
124,77.99953,108.99014,35.354,"TE",6.,6.17884635182928,6.25704098697821
124,56.006949999999996,63.12392,36.91,"TE",9.,3.21582457559205,4.23646346280261
124,85.53256,98.24583,36.97,"TE",10.,4.02110985650205,3.14351028688688
124,78.34234,56.6369,39.877,"TE",10.,4.21996813722581,5.65086507171646
124,62.69613999999999,75.60572,42.122,"DP",11.,5.02585586682921,4.59210334581183
124,87.16457,79.98314,47.255,"TE",8.,-0.789555770528555,2.87908702107481
124,62.45587999999999,89.86896,48.231,"DP",11.,5.72450975454198,4.32849671296349
124,51.471309999999995,86.46430000000001,51.618,"TE",9.,4.09320147967703,4.38842709257866
124,67.95841999999999,104.97017999999998,51.443,"TE",8.,4.63848107338247,4.71968332775277
124,66.69559,87.6949,56.241,"TE",7.,3.57396300684218,2.16944026026379
124,59.024849999999994,74.70327999999999,56.754,"TE",5.,2.66157788682758,3.44319028133523
125,60.179269999999995,60.070859999999996,5.1971,"TE",11.,-1.47285694529331,2.38122480609345
125,45.49704,66.17698,5.875,"TE",11.,3.48023897409587,0.570405919977894
125,74.86149999999999,77.74461999999998,5.1399,"TE",11.,-1.23814980086333,2.70337181516845
125,61.27508999999999,74.89373,5.8782,"TE",11.,-1.00788107305261,2.43414975870384
125,67.60682,86.21817999999999,6.4205,"TE",12.,-2.3200853966193,-0.257020068806533
125,81.53897,60.48399,9.9095,"TE",10.,-1.31150364621062,3.26630829408896
125,91.45994999999999,68.13715,8.8247,"TE",9.,-1.54661210193146,1.91921885512864
125,79.05433,69.4703,8.3479,"TE",12.,-1.66904249543453,2.97870232053949
125,40.539480000000005,75.9163,8.1382,"EPI",13.,5.6095104329673,0.540433228495573
125,89.04269999999998,81.14635,7.6346,"TE",7.,-1.92665012347345,2.88984550557473
125,68.58837,62.318169999999995,9.9902,"TE",10.,-2.31055564811738,0.742567891266291
125,97.18224,89.77226999999999,11.594,"TE",8.,-1.0077526452622,1.40334478062332
125,48.386019999999995,89.81915,11.944,"TE",11.,3.61712069951423,1.90330360563949
125,86.91844999999999,88.50943999999998,13.669,"TE",13.,-1.01842571133306,3.77770878035035
125,52.06903,79.90696,14.775,"EPI",12.,5.45205779835411,0.381949677105392
125,53.290839999999996,50.92633,14.243,"TE",11.,-1.13716450317309,1.29939729211979
125,104.98776,76.06866,16.469,"TE",13.,-1.24406563529253,1.60918371739215
125,75.26584,94.18777999999999,17.516,"TE",12.,-1.71958092346604,1.96373387307759
125,47.55683,69.13920999999999,16.358,"EPI",14.,5.87221366736386,0.380085302892693
125,56.97971,60.95865,18.49,"PRE",14.,0.0189802328234674,5.04072312864389
125,61.91676,73.58108999999999,16.932,"PRE",16.,-0.193944763950595,5.19540630907373
125,36.31735,86.41156,18.528,"EPI",11.,5.58536780719355,0.685160374057533
125,92.49423999999999,57.66533,19.588,"TE",11.,-0.706468887615138,1.60136424007056
125,27.982964999999997,61.445029999999996,18.595,"TE",12.,2.22460449310088,0.443809687108805
125,62.42950999999999,86.54048,24.84,"PRE",15.,0.291299089856244,5.01604217301637
125,32.56695,73.59280999999999,20.113,"EPI",11.,5.88148285030644,0.417304749308491
125,26.191563,81.55361999999998,19.464,"TE",10.,0.964924293479123,0.345943175486046
125,104.89985999999999,64.42191,20.895,"TE",11.,-0.698547400488603,0.948687757102991
125,110.97667999999999,88.03771,21.871,"TE",8.,-1.67377390386765,2.56580481589376
125,65.06944,98.36009999999999,21.675,"TE",11.,-1.34680407789451,2.35388856642749
125,84.36641999999999,95.02868999999998,21.911,"TE",10.,-1.69492055636954,3.41144327637607
125,94.75326999999999,95.68208,21.728,"TE",12.,-1.35133890838337,3.00038318863943
125,70.47822,53.33186,22.384,"TE",15.,-1.19367701008315,3.65875370894912
125,38.2365,61.081709999999994,20.3,"EPI",12.,5.57074744782847,-0.0630890079605677
125,46.89758,87.16749999999999,20.987,"EPI",11.,6.13494493143676,0.599749488563905
125,77.12346000000001,53.607279999999996,25.537,"TE",12.,-0.848972328228883,1.07338632555625
125,44.41294,63.844699999999996,20.456,"EPI",12.,5.84094017782613,0.302826161202229
125,51.5387,47.4074,24.183,"TE",13.,-1.52119064614585,2.6848837963615
125,40.82075999999999,95.91941,25.91,"TE",12.,2.57632686061349,0.954350762440258
125,44.80849,76.5023,26.972,"EPI",13.,6.02144485873164,0.171965615507362
125,52.91287,98.79081,27.598,"TE",12.,0.0214674116965463,1.7956158191187
125,34.88165,51.049389999999995,27.302,"TE",11.,-0.562114754538496,0.734486752628785
125,104.04723,95.01110999999999,29.965,"TE",8.,-0.483501265399993,1.80199150238537
125,60.74183,48.66144,30.276,"TE",11.,-1.53635342442624,2.27587342644161
125,52.15986,80.14135999999999,29.68,"EPI",19.,5.56290408964786,1.94396026044737
125,100.51951,56.54607,30.53,"TE",9.,-1.37240841000843,2.01469664016922
125,91.72950999999999,52.180369999999996,30.147,"TE",10.,-1.10059607260663,1.33981476446236
125,56.13000999999999,58.52382,31.723,"PRE",11.,0.0512069524510428,5.15393456594216
125,35.23325,70.25261,30.647,"EPI",12.,6.1399670550543,0.298659386080866
125,27.473438,77.14103999999999,29.526,"EPI",11.,5.55759873102721,0.460563351627261
125,111.60076999999998,75.07246,31.954,"TE",13.,-0.551393365905096,1.1537556724993
125,37.515719999999995,85.80798,30.461,"EPI",13.,6.20028358664926,0.630383629515329
125,48.16334,65.41517999999999,30.916,"EPI",15.,5.76182442759222,0.392496324756037
125,29.071166999999996,60.366789999999995,32.991,"EPI",13.,6.18561547853073,0.412565115281676
125,108.16973999999999,63.88571999999999,31.719,"TE",8.,-0.119650084701951,1.0999809021793
125,60.12067,71.09352,32.587,"PRE",15.,0.316086991601884,5.4160411985767
125,65.65250999999999,94.94958,32.482,"PRE",14.,-0.103988196067497,5.70514437938408
125,90.04768999999999,97.1295,36.073,"TE",11.,-1.57113997239934,1.15334551814793
125,114.24363,86.23282999999999,34.463,"TE",6.,-0.812845189511131,2.61296424920932
125,74.38683999999999,101.67392999999998,36.011,"TE",10.,-1.68990015911295,2.99138859249186
125,25.672074,85.03446000000001,35.928,"TE",10.,2.69252760052903,0.766521385203386
125,71.53009,51.204679999999996,36.5,"TE",13.,-0.677356203218993,1.94237279395394
125,46.405339999999995,90.67764,38.683,"PRE",12.,2.75495368435441,5.65235061716082
125,33.662769999999995,50.91461,38.623,"TE",9.,0.245660943511223,3.36546840220437
125,46.17094,52.742929999999994,39.244,"PRE",14.,0.0889834038102744,5.35031796000769
125,39.52863,66.11545,40.703,"EPI",15.,6.26283325542636,0.413415984290855
125,115.95768,64.61529,42.267,"TE",8.,-1.58784323528693,1.26639084745649
125,63.56634999999999,102.11928999999999,43.974,"TE",11.,-1.27204823490375,2.66414086494077
125,87.30521,51.98405999999999,39.356,"TE",9.,-0.925621149392472,-0.0463808007079796
125,28.794282,72.6347,40.324,"EPI",10.,5.870230175253,2.47055721399459
125,119.04297,78.07278,42.104,"TE",9.,-0.396093662142556,2.08564350986114
125,61.688219999999994,81.06431,41.838,"PRE",17.,-0.418295954373526,4.03036196799877
125,32.43803,90.58973999999999,43.189,"TE",11.,2.74121343146374,0.306884440299165
125,36.088809999999995,80.27614,42.515,"EPI",13.,6.30686150281146,0.388549113820491
125,102.31852999999998,91.64160999999999,42.177,"TE",9.,-1.26284910705431,0.838470530865655
125,57.009009999999996,95.06384999999999,43.366,"PRE",12.,-0.00966328600879773,5.85610419875365
125,63.70699,41.97811,46.351,"TE",12.,-1.07477842071575,1.711660502112
125,96.08056,53.903209999999994,43.854,"TE",11.,1.28582149147334,2.16375832390487
125,109.15715,57.140859999999996,45.614,"TE",10.,-0.988574445858775,1.27825153500009
125,23.124145999999996,62.713719999999995,45.936,"TE",12.,2.10277949496029,0.641943210960018
125,22.928129,72.6933,44.39,"TE",13.,2.69992054036367,1.0640181864461
125,49.47891,48.8724,47.288,"TE",11.,-0.72036930027723,2.53451014556499
125,59.58154999999999,58.995549999999994,45.782,"PRE",14.,-0.635949640309981,5.27082322978823
125,42.46449,97.39613,46.416,"TE",10.,0.385136542298967,1.55501732994409
125,48.21315,63.589789999999994,46.315,"EPI",15.,6.08684784060982,1.14733540464626
125,64.46879,72.04284,48.388,"PRE",14.,-0.266390486539876,5.36439273652408
125,113.17417999999999,86.99463,47.705,"TE",10.,-0.63397093013076,1.85573283353155
125,82.42383,95.50041999999999,50.155,"TE",9.,-0.850717110689948,2.0648845070949
125,48.40653,83.07722,49.52,"PRE",15.,1.87213653875342,5.24590726119588
125,73.64848,101.0264,51.781,"TE",13.,-1.41745758204742,2.82838676150511
125,88.8083,47.914289999999994,52.035,"TE",12.,-0.285971875887651,0.924672897169064
125,34.12571,64.82918,49.819,"EPI",14.,6.23894464782747,0.832680298623361
125,100.5869,87.45757,51.356,"TE",8.,-1.36174696931744,1.63955291686088
125,54.11709999999999,69.54941,51.865,"PRE",15.,0.783224608862003,5.40379732943212
125,37.20807,77.89111999999999,50.316,"EPI",13.,6.56791102111737,0.378000421289867
125,54.588829999999994,98.79374,53.417,"TE",8.,-0.870510513583248,2.68574260100251
125,120.2765,67.53943,54.674,"TE",8.,-1.44957554386553,0.408958245615198
125,90.15316999999999,90.57216,55.357,"TE",11.,-1.2316404035343,0.708703535933334
125,48.78157,59.77492999999999,54.089,"DP",12.,4.22353441289006,5.44810513123627
125,50.18211,89.61698,55.902,"PRE",11.,0.45672280819124,5.38243987219863
125,36.33493,51.28965,57.237,"TE",10.,1.85159353590898,2.29469704850286
125,101.57431,79.30338,57.167,"TE",14.,-1.14754189759778,1.29463239016206
125,45.189389999999996,75.90458,57.67,"PRE",16.,2.24952126654453,5.37850150883514
125,107.68628999999999,55.092789999999994,56.866,"TE",10.,-0.981486106100614,1.76915226249667
125,35.93645,64.53617999999999,56.824,"EPI",9.,6.77498517481081,1.00577760976486
125,78.90782999999999,48.50029,61.936,"TE",10.,-0.981091707140975,0.223647806228142
125,93.50215999999999,48.728829999999995,60.932,"TE",9.,-0.400023243453864,1.66646337336468
125,53.88563,78.67049999999999,58.631,"PRE",15.,0.10450356122508,5.26153782171662
125,37.99624,89.31812,59.571,"TE",12.,1.25086247612786,0.726102579872976
125,60.050349999999995,97.45473,57.594,"TE",10.,-1.22772355847079,1.67487608722066
125,32.84823,76.51401999999999,59.518,"TE",11.,4.70752281929526,0.993555628022741
125,111.93185999999999,77.12639,62.339,"TE",11.,0.520934584259218,1.08588624044159
125,81.86713,92.64367,59.611,"TE",9.,-0.710131557480945,1.92732169082108
125,75.15156999999999,61.48604999999999,63.796,"TE",18.,-1.44847236225777,0.284651531322201
125,59.51123,53.75671,66.226,"TE",10.,-1.01898957020672,0.830268247454879
125,74.48353,89.40016,68.818,"TE",10.,-0.877890162140181,2.03454537301668
125,41.53275,58.84319,64.652,"TE",9.,5.19341408440165,0.861521891500453
125,89.41481,80.65118,66.476,"TE",11.,-1.19525516063858,0.888529026061491
125,111.63592999999999,63.57513999999999,67.268,"TE",8.,-0.387242930098632,1.13001250948826
125,98.14914,65.76384999999999,68.263,"TE",12.,-1.28585810589245,0.250441664649574
125,74.32238,72.04284,67.522,"TE",12.,-1.48014539778663,0.660240885524837
125,66.71024,93.96217,65.149,"TE",10.,-1.03270454807939,1.75829304679011
125,49.46719,54.60641,67.462,"TE",12.,-0.229833365044088,2.09170081805345
125,48.79329,89.92463000000001,66.375,"TE",9.,-0.352587344489654,2.7394326808648
125,64.91415,80.36111,70.726,"TE",9.,-1.12949609956557,1.79774407467833
125,57.79718,87.03272,69.895,"TE",9.,-0.838761287392297,1.82899399647402
125,82.18357,78.49763,73.736,"TE",9.,-0.641690826211098,0.576751704707199
125,93.88013000000001,55.78133999999999,68.929,"TE",9.,-0.0189055893166676,1.11013782347473
125,62.687349999999995,69.39705,73.619,"TE",14.,-0.64667217127796,1.09037756311002
125,83.60461999999998,50.00337999999999,74.033,"TE",6.,-0.599444054903092,0.454456997006585
125,87.5777,65.78729,74.693,"TE",11.,0.04581265688706,0.830056006972308
125,47.73849,78.37456999999999,75.571,"TE",11.,-0.0774708368245189,2.22196312771817
125,68.35396999999999,53.77136,75.608,"TE",9.,-0.234611145742615,0.299941092063095
126,75.98369,49.836369999999995,5.1226,"TE",4.,-1.66645273097934,1.11784254074223
126,70.15884999999999,110.07717,7.3442,"TE",4.,-1.73679136694689,0.437765603276588
126,85.95155,48.06665,7.2014,"TE",7.,-2.00217347283057,1.85918882635018
126,84.69165,60.41953,6.5951,"TE",5.,-0.673710668550862,1.51765158998896
126,96.34133,67.62733,11.919,"TE",6.,-2.22760065925613,-0.288033497202287
126,105.52981,105.59133999999999,9.5753,"TE",5.,-0.760246534533651,1.50804091195936
126,91.23433999999999,112.22485999999999,19.282,"TE",9.,-1.33473058871687,1.56437993970408
126,75.63208999999999,43.09737,19.775,"TE",9.,-2.50372728383894,2.2311445895625
126,90.49011999999999,51.08162,16.729,"TE",9.,-2.61773103412293,0.542232582926747
126,108.90517,70.81809999999999,20.425,"TE",6.,-1.36465514026209,0.538552532086971
126,114.48974999999999,79.39128,20.617,"TE",9.,-0.996438824520805,1.66646784109906
126,82.8018,113.60781999999999,22.739,"TE",7.,-2.05852405180998,0.907052399657933
126,56.91232,66.25316,25.022,"PRE",7.,0.572038182550197,5.71514291712906
126,116.78101,91.23141,24.184,"TE",5.,-1.54638699142495,1.90409622394263
126,70.99096999999999,109.97461999999999,24.35,"TE",11.,-2.04870018979486,1.34549608991014
126,46.754009999999994,71.67952,24.967,"PRE",9.,0.144876433518372,5.51827257966563
126,55.15138999999999,78.17826,28.197,"PRE",10.,-0.455480764816908,5.49513074231382
126,105.64993999999999,101.24322,28.129,"TE",9.,-1.96039099569199,0.616542381018613
126,88.84346000000001,43.41674,27.368,"TE",10.,-2.72247105598859,1.90646522520294
126,108.41292999999999,58.53847,27.07,"TE",9.,-2.41703184604878,0.808083856813053
126,99.63172,45.38863,30.736,"TE",7.,-3.07432350133542,0.695185657290286
126,116.09832,70.59249,31.089,"TE",8.,-2.36604063356864,1.52484142981331
126,46.376039999999996,100.54881,31.912,"TE",8.,-1.29355251555643,3.16419509048451
126,63.985339999999994,106.98016,31.857,"TE",8.,-1.75499849542388,2.56537889174349
126,93.89184999999999,104.6889,31.968,"TE",9.,-3.1613317324481,1.73705511756962
126,39.63704,79.51433999999999,33.358,"EPI",8.,3.99771598051248,0.919852894438185
126,85.57651,38.10758,36.649,"TE",8.,-3.15589356798223,1.18443375175606
126,46.695409999999995,63.90623,34.988,"EPI",13.,4.55202565514979,2.00181149257286
126,121.30785999999999,88.23401999999999,34.936,"TE",9.,-2.34059915028125,0.811108483422932
126,56.60759999999999,89.57302999999999,35.315,"PRE",13.,0.471186427277317,5.40961990135914
126,70.07095,50.96442,36.206,"PRE",12.,0.785662018111357,4.86887872306884
126,73.05954999999999,42.41468,36.798,"TE",7.,-3.27212428716021,-0.789880108776655
126,68.00529999999999,83.82730000000001,37.625,"PRE",14.,-0.63264119102106,6.03105877124969
126,54.91992,106.4176,36.763,"TE",10.,-2.99521385972487,-0.0771625200844621
126,57.84405999999999,68.96633999999999,36.958,"PRE",11.,1.16368477092727,5.54213265341713
126,109.42378,92.88978999999999,37.599,"TE",13.,-2.52712197264292,0.581456757775695
126,71.81137,108.96083999999999,37.15,"TE",10.,-2.41440674982789,3.00763300033095
126,85.18974999999999,108.96083999999999,38.206,"TE",10.,-2.34196795502446,3.72189354286733
126,60.32283999999999,57.89387,37.92,"DN",12.,2.99855199024569,-0.533412583425823
126,109.28314,54.30169,41.164,"TE",9.,-2.88127663303699,1.05235313537449
126,28.747402,72.6933,41.581,"TE",9.,-2.20593575916592,0.967503662533509
126,63.59565,100.93849999999999,40.703,"TE",12.,-2.16985068969697,1.66331244579784
126,42.605129999999996,70.63937,38.878,"EPI",9.,4.19112358519032,0.872716981990578
126,48.16041,75.83718999999999,39.578,"EPI",12.,4.34141879666479,2.95533849511653
