"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:09:53","","","","","","",""
"from Munoz-Descalzo lab: https://www.biorxiv.org/content/10.1101/159301v1.article-info","","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Identity","Population","DCGNeighborCount","Nanog-Avg","Gata6-Avg"
12,111.87471403231027,71.86074128648902,43.900767529171134,"ICM+Epi","N+G-",10.,34.521,18.357
12,87.97573817060503,75.78171029690503,40.878129413111566,"ICM+Epi","N-G-",13.,8.4784,22.044
12,97.10046087607805,53.94729463105898,43.85312941859494,"ICM+Epi","N+G-",12.,42.929,20.796
12,65.98118265991882,72.58762324207416,44.17587761774866,"TE","N-G+",9.,8.5146,25.597
12,82.76857307697232,73.13627933354948,45.22510700318935,"ICM+Epi","N-G+",10.,8.3235,30.173
12,123.2487521130026,67.06961070424272,46.56016505208721,"TE","N-G+",12.,9.4231,27.941
12,119.86728133225623,81.06208834925674,47.616540154114325,"ICM+Epi","N+G-",10.,52.899,20.177
12,102.45008261014132,80.74407749368822,49.30173831574722,"ICM+Epi","N-G-",18.,7.1481,23.401
12,94.30006323393,63.63089991435915,51.37637803134051,"ICM+Epi","N-G-",14.,7.2728,21.051
12,105.27297340604157,69.32364369151395,49.433934072596166,"ICM+Epi","N+G-",13.,29.955,17.736
12,114.97502039115422,66.45106211703803,51.42997090573873,"TE","N+G-",8.,40.671,18.448
12,107.7884577673285,54.96772506870735,52.48277314947263,"TE","N-G+",9.,8.8429,24.904
12,82.23623510483708,63.61342679042681,54.86467867828237,"ICM+Epi","N+G-",11.,26.672,20.527
12,91.11728197799468,83.68655156389347,53.12350573672245,"ICM+Epi","N-G-",10.,7.1408,19.283
12,75.54452186355961,75.87955979092612,55.987747135116166,"ICM+Epi","N+G-",9.,35.15,19.386
12,123.66487545741818,90.33682253254025,57.01673032356197,"TE","N-G-",8.,7.2765,22.753
12,65.61004562300764,94.9008025036662,55.730501338004714,"TE","N-G-",10.,6.8649,22.073
12,92.42563375458057,75.14219396098157,60.385935694063356,"TE","N+G-",17.,26.717,17.28
12,121.14189337821384,80.7475721184747,57.443091413218916,"ICM+Epi","N+G-",11.,29.732,23.702
12,93.84645129992744,88.75725212905716,60.58958861677659,"ICM+Epi","N-G+",13.,9.3489,28.323
12,81.32151351891454,109.84381809059926,62.13068149391649,"TE","N-G-",8.,6.9453,21.077
12,91.48092129698847,56.246757740554294,63.60865387454293,"TE","N-G-",10.,7.497,23.555
12,107.59351710147617,65.14407244689937,63.48598573980923,"ICM+Epi","N-G-",12.,11.21,21.493
12,106.27391874801414,113.9430129651251,62.44152016542616,"TE","N-G-",4.,6.1004,21.95
12,70.84720158830993,76.76369986190228,64.0397787752575,"TE","N-G+",9.,10.004,24.666
12,111.55606102082085,89.95590843081536,65.21644010648951,"ICM+Epi","N+G+",10.,29.713,24.34
12,114.54390161090383,102.24300918003344,64.95800335661366,"TE","N-G-",8.,6.1285,20.706
12,82.58862784695476,82.76397062026618,66.93260303999693,"ICM+Epi","N+G-",10.,36.154,17.242
12,85.94760547394894,71.5322465565611,69.52530720810634,"ICM+Epi","N-G-",9.,9.439,22.958
12,101.66282222881456,87.22311184779812,70.36850176530498,"ICM+Epi","N+G-",10.,30.391,18.864
12,103.31981788855946,73.16074170705477,71.16286725916304,"TE","N-G-",8.,7.4583,22.645
12,112.39205656861071,81.20536796550188,71.87982082333477,"TE","N-G-",11.,7.7637,23.143
12,95.25977112735691,78.71370049275087,72.57771914327601,"TE","N+G-",10.,22.668,21.137
12,84.97665100364594,87.18467097514699,72.79923635745531,"TE","N-G-",10.,8.9095,20.528
12,92.10323188413247,96.24623304645603,72.49554340253208,"TE","N-G+",9.,7.0131,24.777
12,89.91764711121104,64.91342721099254,73.06124596562438,"TE","N-G-",10.,7.2858,23.425
13,109.51295329890252,101.16505033747843,1.4329252947958437,"TE","N-G+",7.,11.287,41.827
13,87.38995933764777,72.41084030454276,4.957517254270151,"TE","N-G+",5.,10.111,31.451
13,87.01660636212691,89.03689851227067,5.234991291888038,"ICM+Epi","N-G+",9.,7.1748,31.307
13,99.4507245762868,99.85837540638623,11.512551875006938,"ICM+Epi","N-G+",10.,7.2387,31.659
13,88.04881752974337,114.4563268900809,10.510819644040856,"TE","N-G+",8.,10.466,27.081
13,66.51147529479584,85.10951217008653,19.40017988091445,"TE","N-G-",7.,8.02,22.383
13,82.40093869416823,99.9982448356299,17.81709553440504,"ICM+Epi","N+G+",10.,23.397,34.753
13,115.14619084131996,120.97129767327294,15.177849575593822,"TE","N-G+",6.,7.8075,29.918
13,111.32481332716544,107.57695943596458,21.531032256611088,"ICM+Epi","N-G+",10.,8.2651,25.736
13,96.21499878843949,82.5292892779862,20.480661004025844,"ICM+Epi","N-G+",11.,9.8521,26.203
13,109.76185528258307,88.55471705882537,21.071277695115675,"ICM+Epi","N-G+",10.,7.7133,27.951
13,92.46316741678395,128.75613564301935,25.344563165942088,"TE","N-G+",6.,8.916,25.771
13,83.51001665086251,85.70947840605281,25.712830043915748,"ICM+Epi","N+G+",11.,19.024,24.356
13,83.72963604822772,67.25407529479585,26.67402975686586,"TE","N-G+",8.,7.2138,27.848
13,128.07445269955156,88.87126366185052,28.6578069957617,"TE","N-G-",5.,7.3257,22.971
13,108.31236725997275,72.75315232874438,35.015621964552224,"TE","N+G+",9.,12.904,29.78
13,100.04735727246228,93.31763920201773,34.066002971035246,"ICM+Epi","N+G+",13.,13.351,24.411
13,70.83431709960088,100.5356379058819,33.08048374727555,"ICM+Epi","N+G+",7.,14.569,25.747
13,91.3980133395627,115.88814815260166,33.97798950334342,"ICM+Epi","N+G+",13.,12.346,27.449
13,107.40460708419657,103.00543756436883,36.231597505031274,"ICM+Epi","N-G-",9.,8.9609,23.196
13,83.60884537967685,94.72001426890823,39.12793543525808,"ICM+Epi","N+G-",11.,15.388,20.244
13,102.03491281861737,129.17942470520416,40.503724903914375,"TE","N-G-",5.,7.5394,19.873
13,92.60592002507133,81.32935680605365,40.121561162620964,"ICM+Epi","N-G+",11.,10.239,25.051
13,68.70766926844784,83.94270666823802,42.54656381191921,"TE","N-G-",8.,11.716,22.157
13,73.20986691443449,111.74359611764444,47.89569811808376,"TE","N-G-",6.,8.93,19.028
13,110.58176769941316,86.16221366386785,46.85459144104502,"ICM+Epi","N+G+",10.,12.143,27.064
13,93.89435382294718,99.07437044773091,50.85920422102272,"ICM+Epi","N-G+",11.,9.447,25.622
13,96.35775139672687,73.99725409412228,53.02132453918884,"ICM+Epi","N-G+",7.,8.6438,25.103
13,104.04443030450898,127.31695283159104,52.011485804619554,"TE","N-G-",5.,7.5615,20
13,128.43682470520417,115.36547818016477,57.46716272956894,"TE","N-G+",2.,8.0678,24.48
13,87.12641606080952,83.36482507899444,60.4295107605646,"TE","N-G+",7.,9.381,28.28
13,101.06126682363163,77.78477100706273,63.35827470520416,"TE","N-G-",6.,7.4588,23.157
13,80.50855155353806,109.05294999193067,62.4874046038325,"TE","N-G-",4.,8.5866,20.983
13,122.4595167735812,90.81471257344678,62.59626336650395,"TE","N-G-",3.,5.9458,13.653
14,96.39700295771009,110.58513799360327,2.1414500621194428,"TE","N-G-",10.,8.6208,23.83
14,83.5013058787607,107.44000927005735,3.277434739471163,"TE","N-G+",13.,7.9948,27.101
14,108.8491678929295,81.73168330009851,6.742562632507189,"TE","N-G+",10.,9.5717,24.776
14,126.60154194572223,86.08086362314576,6.814029958733274,"TE","N-G-",7.,7.4,20.27
14,100.69187254949549,94.44354927786414,8.56613215008245,"TE","N-G-",11.,7.7398,22.536
14,112.90379090686112,55.74606059813328,7.696997247268451,"TE","N-G-",10.,8.9963,19.377
14,119.95964809336569,71.03386727058965,8.191505036800553,"TE","N-G-",7.,10.573,20.139
14,112.94444802003638,98.37678450290183,9.826031949519718,"TE","N-G-",9.,6.8633,19.972
14,83.56413959912246,124.11429960254557,6.935063333793579,"TE","N-G-",12.,8.9868,23.822
14,101.85984052798443,124.50105557087025,10.426588029580852,"TE","N-G-",15.,8.1857,16.137
14,95.30295700317613,73.91264518576102,13.226493439309241,"TE","N-G-",8.,8.7419,21.177
14,90.07297380836002,86.11370139404124,13.277212186953555,"TE","N-G-",10.,11.436,20.581
14,94.4491576264959,134.7683319375271,11.014464422730905,"TE","N-G-",8.,11.54,17.961
14,129.8134538865669,69.77873469413977,16.392957070648833,"TE","N-G-",8.,6.5134,18.368
14,78.45243164263435,88.71518257720626,12.081863520881786,"TE","N-G-",10.,7.9546,22.63
14,82.79165444879273,99.25245839344826,14.455270370873862,"TE","N-G-",14.,6.5462,21.057
14,120.15184535564867,113.48945639724893,13.521584334694364,"TE","N-G-",9.,8.6895,20.91
14,85.69678999022415,74.3030497952963,13.531958623985247,"TE","N-G-",9.,7.3726,22.491
14,69.67788739917609,104.66704194999367,13.50429385254289,"TE","N-G+",12.,7.1908,26.235
14,94.43437322170489,110.10716599501333,14.346916682724633,"ICM+Epi","N-G+",14.,8.007,47.552
14,74.11690493767371,119.77241656191953,15.533043758315621,"ICM+Epi","N-G+",11.,9.5165,46.645
14,105.58181443411858,69.40657329065755,18.377904421637837,"TE","N-G-",14.,6.7334,18.183
14,69.83312364948158,88.64220975299405,15.213746187918435,"TE","N-G+",12.,8.5976,29.627
14,84.87995162552141,113.44932134393221,12.340068054343767,"ICM+Epi","N-G+",10.,7.7898,52.71
14,82.05243420924273,65.4988785540941,18.690285799174436,"TE","N-G-",10.,8.2397,21.121
14,105.65204035687583,109.12203286814861,17.274771660373915,"ICM+Epi","N-G+",13.,8.0813,62.631
14,74.19452306282646,136.14751831513772,17.670147352237578,"TE","N-G-",14.,7.1613,22.338
14,124.84589387679104,59.15389148884313,17.535281591456094,"TE","N-G-",7.,11.232,17.373
14,125.16006247859978,105.03190607105468,18.586542906265603,"TE","N-G-",8.,6.7079,19.837
14,66.72100644097617,124.29673166307609,18.932352549295047,"ICM+Epi","N-G+",10.,7.4346,50.052
14,58.430651454423156,128.30293971232598,24.522941778271033,"TE","N-G-",9.,6.7061,23.997
14,118.68079707894421,51.3530965805587,20.459678472675083,"TE","N-G-",5.,8.0598,18.484
14,97.5686670373968,59.41294501479645,20.328270808323893,"TE","N-G-",9.,7.2772,18.783
14,74.24257237839721,69.85170751835197,19.249344722072035,"TE","N-G-",8.,7.6632,23.19
14,77.36947399169364,81.90316943699717,18.460898735964903,"TE","N-G-",12.,6.9742,20.248
14,61.953035895878806,115.05837211781126,20.672927752543238,"ICM+Epi","N-G+",12.,7.635,55.33
14,85.80028082376114,114.55121098953646,19.34617142212028,"ICM+Epi","N-G+",13.,9.5631,41.522
14,92.11322166951796,133.88900940577005,21.974324709144042,"ICM+Epi","N+G-",13.,23.02,19.479
14,121.11283166706365,87.0732940324317,23.672250056418605,"TE","N-G-",14.,5.6198,18.912
14,67.93332763383815,94.1771984694896,23.84284948031313,"TE","N-G-",13.,6.6126,21.417
14,101.64546665851495,124.95348708098588,21.32189718262849,"ICM+Epi","N+G-",16.,20.006,16.454
14,99.22821647518651,140.20480734133616,22.097663481824544,"TE","N-G+",11.,7.9187,25.597
14,111.99085391101691,57.82578608818105,24.691235804545364,"TE","N-G-",8.,6.439,17.117
14,101.76374189684294,113.68283438141125,24.373090932958277,"ICM+Epi","N-G+",12.,6.6814,37.152
14,73.83969734784247,112.91297108597252,23.808268516010184,"ICM+Epi","N-G+",15.,6.8288,34.971
14,115.87915237104978,109.82986926300697,26.512499924500425,"ICM+Epi","N-G+",13.,7.8328,53.25
14,88.9013097286733,121.41430510669409,24.709678985506933,"TE","N+G-",18.,17.695,16.275
14,88.41712047176806,54.55660356347438,28.718765447028275,"TE","N-G-",8.,6.2254,20.193
14,74.07624782449847,55.4249801715996,27.096918221220186,"TE","N-G-",9.,5.64,18.22
14,121.07587065508615,119.53890352444049,24.834170456997533,"TE","N-G-",12.,7.4369,23.165
14,113.74280587875037,127.4126712569371,28.967748390009476,"TE","N-G-",9.,5.9899,17.716
14,69.96248719140284,82.11114198600195,26.844477181808692,"TE","N-G-",9.,6.5518,20.965
14,76.35674226351016,126.75591583902727,28.369497707568534,"ICM+Epi","N+G-",15.,26.47,17.855
14,71.14893567588055,72.79616097531434,28.883601376872306,"TE","N-G-",10.,6.8565,21.079
14,71.0417487411458,147.19195525965458,32.12729582848848,"TE","N-G-",10.,4.9104,15.004
14,100.81384388902123,48.941344740345436,30.234564382307333,"TE","N-G-",7.,5.6909,16.655
14,111.27011417745567,114.0951308382102,31.502533073415286,"ICM+Epi","N-G+",14.,6.8348,39.042
14,66.61381950624143,125.33659440809994,28.74412482085043,"ICM+Epi","N-G+",15.,7.3882,45
14,58.95180172330589,140.96737335435367,31.62817724371598,"TE","N-G+",7.,8.5803,27.535
14,58.42695535322541,108.12960245886268,34.06844062469375,"TE","N-G-",11.,6.0533,23.989
14,86.28816618186413,130.37536791995254,31.775722691408546,"ICM+Epi","N+G-",13.,23.538,17.479
14,59.37685336104713,100.08069994825675,36.288538532942766,"TE","N-G-",13.,6.5934,19.675
14,96.81096629185808,111.12513689277357,33.547420762529384,"ICM+Epi","N-G+",15.,8.533,32.317
14,82.55880007333447,141.68980431405447,33.69035541498156,"TE","N-G-",11.,6.2583,22.936
14,128.27587578830295,100.36894260389496,35.7144945255139,"TE","N-G-",12.,5.4081,16.251
14,78.1456552432211,119.01349919011264,35.76867136958852,"ICM+Epi","N+G-",15.,15.795,15.811
14,103.41589913223714,133.00968687401303,33.580849028022236,"ICM+Epi","N+G-",13.,23.69,18.634
14,87.78139106575507,105.2143381315852,37.92076004804174,"ICM+Epi","N-G+",19.,6.5517,37.362
14,98.11569001466378,118.8639049004776,34.720868151209295,"ICM+Epi","N+G-",12.,23.444,15.569
14,106.39495669762356,122.36295182145271,35.51738302898712,"ICM+Epi","N+G-",13.,13.285,14.518
14,66.96864522122542,90.92625915083597,38.670014274605535,"TE","N-G-",13.,7.7853,16.976
14,118.22248053042323,73.76305089612602,39.710901300124156,"TE","N-G-",12.,6.0274,16.644
14,71.0639253483323,111.76729774584093,38.91784451877664,"ICM+Epi","N-G+",14.,6.3631,35.65
14,91.63272851381048,144.0796643070041,38.60315774361984,"TE","N-G-",11.,7.2661,22.498
14,90.47584883891476,121.82295292228241,38.143230918390685,"ICM+Epi","N+G-",13.,22.794,15.629
14,65.19451664630547,122.43227600445431,39.22676779988294,"ICM+Epi","N-G+",12.,7.3569,49.978
14,72.61998395258502,70.85508385126975,41.36848218904529,"TE","N-G-",12.,7.5233,18.061
14,119.62699898556819,87.9051842284508,39.694763516782785,"TE","N-G-",10.,5.1902,14.042
14,110.3386966756227,134.20644119109315,42.64221437420373,"TE","N-G-",10.,6.062,17.791
14,99.6421798093345,139.77426767848416,43.21280028520231,"TE","N-G-",8.,6.4665,22.426
14,66.68034932780091,79.58263362704915,42.91655669100709,"TE","N-G-",10.,5.9417,18.314
14,57.24420296994545,124.52659605934453,41.57712067367305,"TE","N-G-",9.,6.5938,23.573
14,75.48815848203893,131.43712251224008,41.71198643445454,"ICM+Epi","N+G-",16.,15.227,17.507
14,90.2873476778295,132.65941731779446,39.91377629070143,"ICM+Epi","N+G-",14.,27.411,18.403
14,113.08859596674863,83.41735553940038,46.524503966614276,"TE","N-G-",9.,6.2164,17.695
14,120.48449446344615,123.81875966448617,43.707308074734414,"TE","N-G-",11.,6.2133,18.027
14,66.72839864337168,135.1295474173775,42.1719132596837,"ICM+Epi","N-G-",10.,6.1145,23.04
14,86.99412151063436,55.589169026077045,44.86000688483256,"TE","N-G-",7.,4.9187,15.822
14,84.47707659496666,119.66660596681184,48.15326738528296,"ICM+Epi","N+G-",12.,19.366,16.801
14,121.28654842335789,100.11718636036287,46.638621148813996,"TE","N-G-",10.,6.4451,17.04
14,105.94033625030033,112.87283603265581,46.27091022839269,"ICM+Epi","N-G+",16.,6.8889,36.606
14,80.59617033732928,108.89581711309079,49.059288650020086,"ICM+Epi","N-G+",13.,6.7735,36.287
14,55.20025900758975,114.68256207311843,50.68574667106857,"TE","N-G-",11.,5.1654,17.961
14,95.42492834270188,127.05875305950792,52.99575508650524,"ICM+Epi","N+G-",15.,11.864,16.195
14,119.81180404545567,90.90071866236171,46.75043293339351,"TE","N-G-",8.,4.8054,13.712
14,111.8430098631069,125.21983788936043,48.916353997567924,"TE","N-G-",8.,5.7441,16.945
14,64.78055331215748,85.29275712165398,46.590207798789876,"TE","N-G-",7.,5.7476,13.738
14,65.32757628942446,109.85176111027064,50.02986104812273,"TE","N-G+",11.,7.2096,58.332
14,108.40563574919949,104.11609712719155,53.97785447270886,"TE","N-G+",11.,7.2524,37.166
14,119.55677306281093,113.04797081076508,52.5900051053507,"TE","N-G-",10.,6.3012,16.983
14,71.1304551698918,116.9520169061179,50.122076952930584,"TE","N-G+",13.,7.5388,41.048
14,84.23683001711292,85.41316228160412,55.219311091184565,"TE","N-G-",12.,5.3358,15.755
14,51.5152461134331,85.16870332049322,56.17374570594583,"TE","N-G-",6.,4.605,12.849
14,68.47665450990738,101.67150751608277,55.95588563083728,"TE","N-G-",13.,5.5255,16.886
14,99.97852501832975,112.28175615653699,57.21924352670484,"TE","N-G+",14.,6.6455,26.894
14,77.52840634319688,133.94738766513984,55.86712782245972,"TE","N-G-",11.,5.4874,17.778
14,81.73087340503851,69.51968116818645,58.19442672004787,"TE","N-G-",6.,5.0888,14.583
14,98.44094692006578,95.1148992606164,55.99392469157052,"TE","N-G-",12.,5.1712,15.669
14,114.8959894524483,97.6069212074631,56.97717677658423,"TE","N-G-",9.,5.2752,18.046
14,70.55755948424057,132.60468769963532,56.26019811670319,"TE","N-G-",11.,5.2352,16.572
14,98.68858570031503,74.59858973335574,58.877977114436064,"TE","N-G-",8.,6.3351,16.947
14,84.65818555365642,99.89097060530503,57.817494209145785,"TE","N-G-",10.,5.452,16.698
14,84.06311326081868,125.67591804068668,52.4666663326702,"TE","N+G-",9.,23.985,18.595
14,107.71076872402251,80.0022273662693,58.202495611718554,"TE","N-G-",6.,6.3842,16.428
14,79.9308721217343,115.43053352129351,61.71246348846741,"TE","N-G+",13.,7.8199,32.374
14,78.94031700073734,104.43352891251463,62.92394993788055,"TE","N-G-",8.,6.1756,19.619
15,102.02240646541067,63.090085187644576,2.538764666920887,"TE","N+G-",7.,65.514,22.693
15,102.95012786604588,92.87029474864433,3.303465057539995,"TE","N-G+",11.,8.5323,26.272
15,96.57065719872955,101.65257414258286,1.6738947497042496,"TE","N-G+",8.,10.221,28.535
15,99.14314363236349,126.50346942804835,3.744141812640514,"TE","N-G+",9.,10.831,24.938
15,87.27865878758631,138.85047128475296,4.151275032367179,"TE","N-G+",7.,9.6132,26.308
15,95.97558490589182,76.4112742475821,5.432845569434294,"TE","N-G+",9.,9.8935,27.482
15,106.59817974822504,108.48283048884498,6.399729331344616,"TE","N-G+",10.,9.9962,39.001
15,84.76530997311639,121.42091222166847,10.490196328858884,"TE","N-G+",11.,9.1153,24.52
15,88.08810494989355,63.984002284244056,7.73755157034452,"TE","N-G-",12.,8.9569,23.045
15,107.662656893177,73.32087514219533,11.854991720015084,"TE","N-G-",14.,9.6379,23.886
15,86.22157384502984,78.04951415114603,10.266572759699844,"TE","N-G+",11.,9.1003,24.627
15,110.24623163040418,125.78103846834755,11.451547136480736,"TE","N-G-",11.,9.3795,20.389
15,85.8260910168706,149.01923433872338,12.239993122587864,"TE","N-G-",8.,10.864,20.725
15,107.34848829136824,84.71193300172011,12.325292834535128,"TE","N-G-",8.,6.307,17.663
15,89.57763373258675,97.3362315904311,14.309087486714033,"TE","N-G-",12.,8.5673,22.572
15,114.5300129185963,95.6031270153913,15.639301913567289,"TE","N-G-",10.,7.1107,17.884
15,99.48318494255648,141.46654703276042,13.541390079188668,"TE","N-G-",12.,10.99,19.789
15,82.56982586165294,135.98263929321342,16.66174575812434,"TE","N-G-",11.,8.6873,23.366
15,109.98011234416619,57.420096746356464,15.967821074445256,"ICM+Epi","N+G-",10.,69.323,22.376
15,88.834717391839,86.1494976387005,16.27213356031117,"TE","N-G-",8.,7.7897,21.507
15,113.1365827670446,107.31891394266037,20.039153271711896,"TE","N-G-",11.,7.6318,24.037
15,85.52301071865512,161.97191063638928,17.530880660938337,"TE","N-G-",6.,8.0011,21.057
15,97.16203339036953,81.50842601880444,18.52911783048333,"ICM+Epi","N-G+",17.,9.8009,56.555
15,118.37765426545396,125.52563358360484,19.382114949955955,"TE","N+G-",10.,12.446,15.365
15,73.31478846248721,126.52171263410139,19.00518243905386,"TE","N+G-",10.,12.361,14.673
15,103.34930679540287,51.57497352695906,22.525524605093587,"ICM+Epi","N+G-",10.,41.193,21.334
15,98.16367681495976,55.53374924047104,15.649676202858169,"ICM+Epi","N+G-",8.,67.341,22.23
15,93.2552544243479,45.040257118756344,23.15950895064757,"ICM+Epi","N+G-",11.,47.92,23.473
15,90.99324049132495,105.17351291082163,21.339397529502598,"TE","N-G-",14.,9.2432,20.939
15,95.29919838670358,59.80995673930609,24.96809338369156,"ICM+Epi","N+G-",16.,69.174,21.294
15,122.04788275481958,61.81670940514165,26.29946050935491,"TE","N-G-",9.,9.6523,21.511
15,112.71153112930334,65.65143131749288,24.744469814532515,"ICM+Epi","N+G-",12.,49.09,20.102
15,97.16203339036953,147.50869687753078,22.957786658880394,"TE","N-G-",11.,7.5502,21.555
15,81.49426041310772,151.6024723158353,25.774982550760257,"TE","N-G-",9.,9.6301,21.96
