"Features of cell nuclei in mouse embryos","Tue 11 Jun 2019 13:09:53","","","","","","",""
"from Munoz-Descalzo lab: https://www.biorxiv.org/content/10.1101/159301v1.article-info","","","","","","","",""
"EmbryoID","CentroidX","CentroidY","CentroidZ","Identity","Population","DCGNeighborCount","Nanog-Avg","Gata6-Avg"
37,115.61167111488906,84.69474162015608,19.14315427273053,"TE","N-G-",7.,12.826,11.845
37,63.81494569795049,104.00419098055191,19.521814961364186,"TE","N-G-",5.,13.215,9.5149
37,115.62693687540097,140.57236462043352,20.572327900402136,"ICM+Epi","N+G-",10.,28.224,6.2518
37,67.3222541755637,121.21099816938168,21.693163538757766,"TE","N-G-",9.,13.251,9.7975
37,102.07094154081759,142.73063224627379,22.82698182929512,"ICM+Epi","N-G-",12.,12.869,24.606
37,107.3719768785812,132.6735501134922,20.45764780613023,"ICM+Epi","N-G+",15.,11.673,29.984
37,93.19390180313712,135.62169919002665,22.06100535057332,"ICM+Epi","N-G+",11.,12.265,31.776
37,123.23691849059222,151.13007584168315,24.144721025740253,"TE","N-G-",13.,16.063,8.2073
37,72.21493041963349,80.31516418696471,25.121665602415092,"TE","N-G-",9.,12.1,12.164
37,130.04544767890775,107.2304673284575,23.33114148901879,"ICM+Epi","N-G+",13.,12.878,44.977
37,125.17185363547786,118.89697927157356,22.99467441997574,"ICM+Epi","N-G-",14.,18.937,23.958
37,139.68195900205617,135.5512402812793,23.981355985786873,"TE","N-G-",11.,12.963,7.782
37,131.13313311538195,130.99736975802864,22.68200887993252,"ICM+Epi","N+G-",12.,35.037,6.4512
37,117.88626943116488,132.65129993178255,24.432503149101834,"ICM+Epi","N+G-",11.,50.245,6.301
37,106.29574076249095,155.22040091264853,27.046343788355887,"TE","N-G-",13.,15.678,8.8869
37,108.59323771953464,76.82188565854278,29.326963021612322,"TE","N-G-",7.,11.944,13.514
37,61.65484058551406,92.1411357656669,27.876151640304506,"TE","N-G-",8.,13.317,9.7113
37,110.93271551798614,148.08921767469167,27.36117310376273,"ICM+Epi","N+G-",9.,43.684,6.7274
37,131.93458554225765,94.68507320780854,31.966768965229832,"ICM+Epi","N-G-",12.,13.366,28.669
37,132.0223636652012,113.26397493540279,29.79866605088168,"ICM+Epi","N-G-",10.,16.188,29.532
37,140.68949919584276,113.18239093580056,30.12864179383387,"TE","N+G-",12.,26.778,9.5317
37,92.14438076794275,150.73698929814523,29.33778189843043,"TE","N-G-",13.,13.187,7.8385
37,68.86027954713946,66.44588425458898,30.555987428148995,"TE","N-G-",7.,12.251,10.347
37,136.4074533722497,123.7660607023782,26.800755284584916,"ICM+Epi","N+G-",12.,38.507,7.8185
37,132.91159421502041,139.53402280731444,28.048171781712366,"ICM+Epi","N-G-",12.,25.674,6.5897
37,113.98968406049777,140.54269771148725,30.77885629060195,"ICM+Epi","N-G-",14.,22.914,4.9443
37,144.4944900034384,128.8279770413335,33.66533262567224,"TE","N-G-",12.,12.604,9.053
37,87.8241705430699,142.23000315780567,32.31297302340918,"ICM+Epi","N-G+",9.,12.137,37.908
37,128.58756755001957,148.74559803512764,32.60616458517981,"ICM+Epi","N+G-",11.,34.858,8.2189
37,58.85738997170505,67.95518824722986,31.734163113640577,"TE","N-G-",9.,11.851,5.9919
37,93.48776769299155,74.28536494363772,33.50521324876429,"TE","N-G-",11.,11.889,11.107
37,112.73025881826449,128.17530504451582,38.830264418635345,"ICM+Epi","N-G-",13.,11.338,25.262
37,134.38474010442053,130.64878357791014,33.28991760008401,"ICM+Epi","N+G-",15.,41.821,7.6232
37,140.1208496167738,142.66017333752643,35.320620778842226,"TE","N-G-",10.,19.306,11.159
37,122.80947719625851,84.07915325952122,37.18579514228345,"TE","N-G-",9.,12.559,13.106
37,136.56011097736888,113.53839384315565,36.09957990974576,"ICM+Epi","N+G-",10.,61.673,10.654
37,105.0401319603857,150.59977984426877,33.20120281017556,"ICM+Epi","N+G-",11.,28.059,5.8717
37,84.24053326289709,71.30384059453876,38.42563842563823,"TE","N-G-",7.,11.973,10.225
37,77.25263138856651,136.67858282123711,37.464922164190554,"ICM+Epi","N-G+",10.,12.209,40.114
37,100.13982283605993,140.31277916715376,35.383370264387246,"ICM+Epi","N-G-",13.,11.293,19.824
37,71.58140135838889,54.7422886752901,37.89010402314206,"TE","N-G-",10.,12.769,8.6408
37,110.37169881917313,73.2841067667015,40.87286836189348,"TE","N-G-",7.,13.244,7.4106
37,116.04292884935074,146.16828532042146,36.58967502960589,"ICM+Epi","N+G-",14.,37.454,5.9257
37,55.89583243239291,70.22470678161862,40.50935410080517,"TE","N-G-",11.,14.006,9.8685
37,126.9541311752443,115.98591383122196,38.97740114336156,"ICM+Epi","N-G-",16.,11.88,18.303
37,124.16812988181923,133.92326865285338,38.71125677363619,"ICM+Epi","N-G-",17.,22.817,4.6622
37,132.64062696593388,154.2562263718951,40.119874535353404,"TE","N-G-",11.,14.178,8.8551
37,52.38470751465171,109.79294658869055,43.32442584887596,"TE","N-G-",9.,12.952,13.189
37,42.3054891366577,63.030481362150994,42.8007922108797,"TE","N-G-",12.,12.265,6.1639
37,53.13272977973571,82.65514163010083,43.92703728764439,"TE","N-G-",10.,14.395,9.2444
37,93.73583630131023,142.28192024846163,41.5165915325707,"ICM+Epi","N-G+",12.,11.476,38.421
37,135.25870489372784,141.8072497053215,39.77691614021949,"ICM+Epi","N+G-",11.,32.758,8.5662
37,83.6413521628043,150.1325260283652,43.142668718331805,"TE","N-G-",11.,14.107,9.3787
37,63.475282526560314,46.468929442902336,44.27107757046011,"TE","N-G-",8.,14.66,14.61
37,55.388245895371625,52.63593814010577,43.41422252646623,"TE","N-G-",13.,12.561,9.2034
37,67.11234996852482,134.22735446955252,45.39948642258841,"TE","N-G-",9.,16.34,10.875
37,138.91867097646025,122.43475816341486,42.14949582642981,"ICM+Epi","N+G-",13.,51.489,9.7156
37,123.13387460713678,147.49587949576653,44.06119136018888,"ICM+Epi","N-G-",12.,25.485,5.2203
37,133.07570114052353,105.6840796996338,44.26891379509649,"ICM+Epi","N-G+",10.,13.354,37.644
37,103.54027099008972,142.30787879378963,44.34572782050503,"ICM+Epi","N-G-",14.,10.87,11.751
37,84.82063216234998,60.76837955499881,47.57516255070924,"TE","N-G-",9.,11.624,9.1427
37,128.06853169261436,95.04849284240021,46.147070810719434,"ICM+Epi","N-G+",9.,12.382,38.027
37,120.48144871819098,157.11908308520904,44.65082014677558,"ICM+Epi","N-G-",11.,25.268,7.1775
37,105.5782500184308,154.7865223693095,45.772737672813015,"ICM+Epi","N-G-",13.,25.403,8.0739
37,51.21306039536199,36.20009974751687,48.98810786315369,"TE","N-G-",8.,13.479,11.903
37,133.49932599472928,126.06895450933149,48.256751790249815,"ICM+Epi","N+G-",11.,35.13,7.627
37,99.46812937353553,159.47389398281828,51.725283698134135,"TE","N-G-",10.,13.209,10
37,57.72390725369512,34.901059972032584,51.61276737922584,"TE","N-G-",9.,15.094,12.436
37,46.61425004114662,47.95598325383353,51.188667407956146,"TE","N-G-",9.,11.636,6.4805
37,71.62719863992464,51.07471705680892,51.14539190068373,"TE","N-G-",10.,13.281,9.2446
37,46.434877355131576,84.95803543705412,49.058430562471365,"TE","N-G-",9.,22.234,9.6354
37,112.79513830044016,143.3128453343441,50.288536856689845,"ICM+Epi","N-G-",14.,21.592,6.923
37,129.74776534892536,152.9175071056952,53.63589734421139,"TE","N-G-",10.,22.692,9.9336
37,137.12494411630988,109.7373211344163,52.706555825536206,"TE","N-G-",12.,14.603,12.809
37,139.79263576576756,121.4817087135163,53.27671063385032,"TE","N-G-",12.,15.199,10.491
37,135.12131304912057,136.31516318664544,48.750092573155385,"ICM+Epi","N+G-",14.,40.863,9.3551
37,118.09235719807579,160.73102924941597,52.996501724261414,"TE","N-G-",13.,12.593,10.621
37,129.3852035367673,118.91922945328325,51.49808728495394,"ICM+Epi","N-G+",11.,13.189,31.397
37,52.27021431081232,24.384140750584038,55.53461022578874,"TE","N-G-",6.,15.029,16.379
37,56.40341896941419,122.43846652703313,55.73367755924186,"TE","N-G-",5.,14.386,11.482
37,41.9696424053955,55.47283630809171,57.11200246586838,"TE","N-G-",12.,9.5041,5.3506
37,95.36927267608549,68.84519551561762,57.09144659991398,"TE","N-G-",9.,12.537,9.0358
37,120.90125713226873,128.26059740773633,53.16960375335109,"ICM+Epi","N-G-",17.,25.704,19.39
37,139.25070126759445,136.8714177293878,56.679247393144195,"TE","N-G-",14.,14.765,14.12
37,93.7587349420781,148.27092749198752,55.77370740346885,"ICM+Epi","N-G+",13.,10.804,30.586
37,41.88568072257994,28.898331783119062,58.2425750933603,"TE","N-G-",6.,19.197,13.027
37,111.79141454678154,75.37191548379442,55.628734454106244,"TE","N-G-",8.,13.544,19.511
37,125.09170839279028,137.7948002703401,56.684656831553255,"ICM+Epi","N+G-",11.,31.397,7.4136
37,105.00196755910588,148.38959512777254,55.81914668610489,"ICM+Epi","N-G-",9.,12.387,26.938
37,50.0337803958163,70.35449950825848,58.811648013992595,"TE","N-G-",13.,11.677,5.1815
37,82.82845041554465,142.68984024647267,58.620153894312146,"ICM+Epi","N-G+",10.,10.906,35.117
37,44.81670674086825,67.28768279593906,58.46544395581325,"TE","N-G-",9.,10.435,3.5238
37,129.6981516272616,109.5333611354108,59.955203293666244,"ICM+Epi","N-G+",11.,11.91,37.482
37,64.16987462985259,45.85334108226748,59.94979385525719,"TE","N-G-",12.,15.423,11.074
37,46.64478156217045,83.5191903531606,59.89245380812124,"TE","N-G-",6.,12.772,13.276
37,125.33596056098096,91.94459249389794,62.80922299828222,"TE","N-G-",8.,13.865,23.068
37,84.28251410430487,54.6162043122685,64.08152291209132,"TE","N-G-",7.,14.37,12.545
37,49.78571178749763,105.58766224555845,62.24015007764993,"TE","N-G-",6.,14.351,11.006
37,131.1598481962778,132.25821338824463,63.617393096594625,"ICM+Epi","N-G-",13.,25.68,10.412
37,124.14141480092337,146.90624968045964,61.30756289592931,"ICM+Epi","N+G-",10.,32.654,8.1461
37,81.37438672678444,148.6528889446706,64.66790603563258,"TE","N-G-",9.,12.154,10.965
37,125.72905389416287,121.91558725685533,64.18538412954513,"ICM+Epi","N-G+",9.,11.908,30.572
37,118.76023422047221,136.48945627670471,63.748301506093696,"ICM+Epi","N-G+",10.,13.474,29.972
37,111.0510251619535,144.25106132976953,63.33718418700572,"ICM+Epi","N-G+",14.,12.117,31.031
37,39.34126008925597,43.23523636776019,66.58284723243708,"TE","N-G-",9.,12.987,14.83
37,70.86009417420075,137.09391954648473,65.40683532230912,"TE","N-G-",6.,13.801,7.4102
37,68.95187411021097,54.94995703791391,66.00836487339573,"TE","N-G-",9.,10.569,10.542
37,95.831061931571,154.79764746016434,67.51868007720313,"TE","N-G-",10.,12.252,9.4491
37,120.94705441380448,149.95452457468767,69.02574961796509,"TE","N-G-",11.,15.776,9.819
37,98.26595073322196,146.02736750292672,70.69618419868043,"ICM+Epi","N-G-",8.,11.63,28.476
37,131.8353580989302,116.93896328112051,71.0456339199052,"TE","N-G-",9.,13.374,12.286
37,36.338484996561654,57.53468647985666,70.15848602082063,"TE","N-G-",6.,13.339,13.084
37,41.65287787477319,58.0723992045076,68.38202644728786,"TE","N-G-",8.,10.411,8.1222
37,36.46442752078498,65.63746098580344,71.71964994567311,"TE","N-G-",7.,13.458,13.233
37,103.72727655636069,73.84406967306212,71.15274080040444,"TE","N-G-",5.,11.729,19.507
37,116.13452341242227,83.99015253268244,71.21440839826764,"TE","N-G-",5.,13.709,14.287
37,84.30159630494477,139.96048462341693,70.37594544486453,"ICM+Epi","N-G-",8.,10.57,28.843
37,80.91641391142689,61.046506826369985,70.44302248113678,"TE","N-G-",5.,13.454,10.892
37,108.08565118251336,142.56746424706935,71.19709819535866,"ICM+Epi","N-G+",10.,10.921,38.241
37,119.81357169579456,131.6574584820829,72.19676241335154,"ICM+Epi","N-G+",8.,11.437,37.444
37,122.6988004325471,111.43204330797134,72.72147793902961,"ICM+Epi","N-G-",7.,9.9079,29.408
37,56.899556186051534,113.04888984554239,72.2984598554417,"TE","N-G-",4.,11.002,10.401
38,105.53761524210826,75.14711988056834,2.835227701265823,"TE","N-G-",4.,13.207,26.569
38,121.96285771143984,95.512592682674,1.6059132315096036,"TE","N-G-",2.,12.445,22.78
38,86.67403507254923,95.16440162348923,2.40584838755679,"TE","N-G+",6.,14.377,34.71
38,102.60608625947233,116.05586517457618,2.4769489899760373,"TE","N-G-",4.,14.423,29.029
38,85.28520842128698,77.5881614550659,5.122937625052711,"TE","N-G-",6.,16.058,25.415
38,120.14791379217667,123.9346139286829,11.991085006494014,"TE","N-G-",3.,22.282,19.149
38,93.36170886200803,57.36715090091987,20.92136337341609,"TE","N-G-",7.,14.656,28.161
38,79.89955961738653,109.94770499802611,18.793683183903156,"TE","N-G-",5.,12.366,22.463
38,73.74847794318813,76.75472540914488,20.28615528873962,"TE","N-G+",9.,21.071,31.722
38,135.14487430765334,73.12094424892922,22.604931691961948,"TE","N-G-",3.,11.638,23.149
38,82.00252724557623,63.30491970808164,26.798372627439527,"TE","N-G+",8.,17.947,32.939
38,71.9059153121101,87.51901496224039,26.30088192582737,"TE","N-G+",9.,17.422,37.041
38,70.91164168677462,101.50962805310128,31.331302925819813,"TE","N-G+",6.,16.11,37.056
38,145.5058367684904,82.21836171018269,33.59990322823577,"TE","N-G+",2.,11.758,30.407
38,134.23740234802176,119.4711008827503,34.9994961677498,"TE","N-G-",2.,16.631,24.343
38,118.23433161643183,127.5609867684904,32.52805630888253,"TE","N-G-",3.,13.908,27.856
38,122.8584930802936,53.42592444376445,36.591252897586116,"TE","N+G-",7.,26.721,24.481
38,91.34159736926296,124.27910082766358,36.95636409919847,"TE","N-G+",3.,14.654,30.562
38,135.01861733935675,65.32739117951664,37.0460405346822,"TE","N-G-",5.,9.9475,19.829
38,84.14495017635862,73.9729010958707,38.21930723226109,"ICM+Epi","N+G-",12.,103.57,24.575
38,72.83706045329728,76.53617995710336,36.83999824839219,"TE","N+G-",8.,96.826,25.719
38,90.96677199463252,54.90758852540183,37.428232962100985,"TE","N-G-",8.,12.708,24.493
38,109.33716088178309,50.29961323150961,41.28858999435326,"TE","N-G-",7.,20.899,25.789
38,97.46506033164648,62.78633727950856,40.0640796193551,"ICM+Epi","N-G+",12.,16.5,59.004
38,68.24446323150963,87.83757273979242,41.40815857499824,"TE","N-G-",10.,14.794,29.627
38,78.70011841856913,93.19008423470741,45.96564313547527,"ICM+Epi","N+G-",12.,91.764,18.427
38,77.03905017941742,65.2940537376798,43.558257873382104,"TE","N-G-",11.,14.481,27.918
38,78.37658493730919,109.26613952047292,49.695755820953536,"TE","N-G+",8.,12.503,29.907
38,102.56663095687965,52.42950534886332,50.069407635469105,"ICM+Epi","N-G-",9.,19.621,22.51
38,80.66499248768447,78.72904279792668,50.41423488143633,"ICM+Epi","N-G-",11.,21.685,26.329
38,95.33841952190119,81.68496264079324,50.99926686530642,"ICM+Epi","N-G+",15.,23.069,42.204
38,106.89487765129637,63.549394281551805,51.29712074030597,"ICM+Epi","N+G-",10.,67.834,19.535
38,87.07253362873527,60.74534500705308,52.34441339756247,"ICM+Epi","N+G+",11.,33.361,49.291
38,121.1737516595863,54.74830963662582,56.65528776045922,"TE","N-G-",10.,22.107,25.162
38,99.24054894831697,62.50482110399746,54.26071341772087,"ICM+Epi","N+G-",11.,43.152,26.24
38,89.37672330014763,86.44851266325738,55.783077667718594,"ICM+Epi","N+G-",11.,84.195,15.524
38,85.8336371273252,98.29812115615228,56.457786087072414,"ICM+Epi","N+G+",9.,54.38,37.326
38,110.13415799415517,71.23182254484158,60.23060183706676,"ICM+Epi","N+G-",14.,80.011,17.457
38,93.72864317611993,73.48765610913446,59.864423058841496,"ICM+Epi","N+G-",13.,72.366,20.614
38,83.93189154235816,66.61273477033707,62.405255397547364,"TE","N-G-",10.,13.152,19.381
38,134.14270962179933,64.91252523665818,61.42201733706497,"TE","N-G-",7.,17.175,18.823
38,78.36869387679064,80.49222305507516,62.498134562869794,"TE","N-G-",10.,13.273,20.115
38,103.69505261103023,119.34515943581114,64.62688232899563,"TE","N-G-",6.,11.324,24.235
38,79.11045356553298,97.30170206125113,66.02220496205805,"TE","N-G-",10.,13.706,23.769
38,138.99176631043937,85.17428155304924,67.75167907495869,"TE","N-G-",2.,10.921,18.134
38,96.70751852186709,58.07464549990171,68.76480928060234,"TE","N-G-",11.,12.431,17.296
38,91.00622729722521,100.67619200718026,66.13857081286433,"ICM+Epi","N+G-",10.,121.2,18.638
38,107.96017082129865,61.57137273256591,67.24991806689494,"ICM+Epi","N+G+",11.,26.929,32.655
38,120.35308136565861,59.848938237662466,70.82096183705086,"ICM+Epi","N-G-",7.,12.038,19.748
38,96.69962746134854,84.38529542957734,67.12501160318544,"ICM+Epi","N+G-",12.,68.016,19.136
38,92.74620614156227,111.55160636639856,71.63232006285608,"TE","N-G-",9.,9.5264,13.695
38,94.3086361242323,68.79078097034402,69.32101669592407,"ICM+Epi","N+G-",10.,33.597,23.638
38,82.69299504094808,80.43295649180965,70.50922946608358,"ICM+Epi","N-G-",10.,12.151,17.22
38,104.63014328247668,88.1857637989772,72.85789801446715,"ICM+Epi","N+G-",11.,38.445,23.465
38,120.08873083828766,112.09241375619621,72.02091794995228,"TE","N-G-",6.,18.735,15.1
38,105.49815993951559,74.8841245060777,71.07184234108274,"ICM+Epi","N+G-",10.,45.033,24.707
38,91.25479570355905,90.5008639265356,74.9332669499479,"ICM+Epi","N+G+",11.,29.673,32.066
38,102.68105133439842,97.91288849492655,74.08561111930402,"TE","N+G-",10.,97.112,15.592
38,114.11519802575633,70.13539112442992,76.59655131284863,"TE","N-G-",8.,11.894,20.508
38,95.3108008100863,74.74336641832214,77.95984664752402,"TE","N-G-",12.,13.315,15.416
38,105.94005932855357,100.67989616738436,78.79896186526469,"TE","N-G-",9.,17.715,15.467
38,125.63220085255884,80.47370225405469,77.8146562281694,"TE","N-G-",9.,9.5594,13.178
38,109.45158125930186,84.99648186325277,78.86728676849039,"TE","N-G-",9.,14.682,14.456
39,114.25564126570313,125.78085642870447,-3.784939124941431,"TE","N-G+",4.,22.964,35.745
39,130.32283220909662,86.53740999420246,-2.787434357757424,"TE","N-G+",3.,16.467,32.921
39,125.4682973184841,70.65053277651249,-0.0935585601734239,"TE","N-G+",3.,19.014,39.1
39,73.52685748029953,86.21009415475753,-0.8113342483131518,"TE","N-G+",1.,19.419,39.226
39,83.72902021894015,114.58665471968806,-1.651825583716592,"TE","N-G-",5.,16.993,29.489
39,97.03905758354514,128.70258097448652,-1.9508553171657903,"TE","N-G+",6.,25.196,45.967
39,104.50142917147525,71.27760101629121,-1.2067368439598898,"TE","N-G+",3.,16.891,37.901
39,90.1947884351923,82.44423928619646,0.6080463094108275,"TE","N-G+",3.,14.97,31.584
39,94.51803302661762,64.18346087505857,3.28340391155227,"TE","N-G+",2.,19.713,42.205
39,86.0208607252379,127.04188376803964,5.821700785453366,"TE","N-G+",8.,24.128,40.229
39,138.9068166508664,80.63194316463824,14.21487725505235,"TE","N-G-",4.,17.179,26.738
39,141.32713912494143,111.71316619235051,13.557611726668586,"TE","N-G-",5.,18.029,20.833
39,71.86700935604145,113.50478973457535,12.978592094520991,"TE","N-G+",7.,19.25,40.839
39,107.47387685843111,125.95312792314918,9.085858756771927,"ICM+Epi","N+G+",9.,67.057,76.807
39,126.93715873388402,128.75081699293105,13.813214987706719,"TE","N-G+",9.,24.549,30.644
39,118.10315532779086,100.63955452944538,12.829924891672281,"TE","N-G-",7.,15.182,24.92
39,92.75053784827585,124.96773497492549,13.174206835111391,"ICM+Epi","N+G+",13.,79.663,50.869
39,108.41839294587504,135.82083912494141,17.737246683950247,"TE","N-G+",11.,21.267,30.519
39,101.74080310707114,124.04091433481302,23.34617334581246,"ICM+Epi","N-G+",9.,19.928,58.536
39,111.89782353270891,129.32620378437633,23.38007990084813,"ICM+Epi","N+G+",9.,45.557,34.196
39,78.51334682430496,117.72199591858156,25.619216631472966,"ICM+Epi","N+G+",8.,106.47,32.213
39,78.20776809013194,124.34066673514681,33.56378329598462,"TE","N-G+",10.,21.06,32.412
39,70.37384054133233,90.84075192543101,32.859570229859166,"TE","N-G+",5.,18.308,44.44
39,83.13869766428769,110.82769071090475,32.18143912914576,"ICM+Epi","N+G+",12.,28.102,47.444
39,94.82013927517505,117.37056206991436,32.236211256511076,"ICM+Epi","N+G+",11.,92.315,36.396
39,86.43755899911022,122.96594020947812,30.581310551116246,"ICM+Epi","N+G+",11.,58.121,38.863
39,121.87080222071975,68.52125710517605,33.900240649800125,"TE","N-G+",3.,21.572,36.083
39,109.59209308394875,118.66259827824958,34.17410128662668,"ICM+Epi","N+G-",12.,97.262,20.651
39,134.78150373953045,122.12870074647688,33.961533268518444,"TE","N-G-",7.,20.45,25.293
39,69.68976087505858,102.62756757533718,34.401014385711555,"TE","N-G+",7.,19.669,50.084
39,123.74247196752958,118.97268696825004,34.07629391633149,"ICM+Epi","N+G+",11.,43.648,36.522
39,140.6187520593585,110.32121251723736,36.99877814075214,"TE","N-G+",6.,18.476,30.154
39,91.81296673206313,110.17305903201492,39.21052880769432,"ICM+Epi","N+G+",13.,45.778,40.454
39,122.19374338297081,125.60513950437088,39.05012472041019,"ICM+Epi","N+G-",12.,47.115,26.151
39,95.74034796330974,130.25991528426658,38.072051017458165,"ICM+Epi","N+G+",14.,42.832,42.521
39,110.48799437277421,128.99888794493143,39.40614354828472,"ICM+Epi","N+G-",9.,86.115,25.943
39,85.49651539728191,73.76520139607263,44.421705497022714,"TE","N-G+",3.,15.495,30.595
39,112.255489551116,109.95599694901459,42.68855889539172,"ICM+Epi","N+G+",16.,57.246,42.919
39,106.47727348675315,69.02428986895455,46.80429303741384,"TE","N-G-",4.,14.85,28.304
39,99.69203659386557,122.36643540881056,45.897944739344965,"ICM+Epi","N+G-",11.,53.143,25.674
39,81.78095578858705,110.27986735857063,45.30588412449134,"ICM+Epi","N+G+",9.,80.773,35.498
39,132.59383780170077,114.51085526213238,47.85148394870781,"ICM+Epi","N+G+",9.,60.667,38.209
39,109.11983504022677,116.7779481290246,47.83322657291938,"ICM+Epi","N-G+",12.,18.44,33.305
39,87.51750202556266,118.7039434369163,49.056470750744715,"ICM+Epi","N+G+",12.,60.373,30.486
39,85.31941863088616,103.07547346089338,51.61902385247902,"ICM+Epi","N+G-",13.,105.86,28.241
39,121.98539424603464,114.93464313846633,52.98180654525884,"ICM+Epi","N+G-",10.,30.47,23.922
39,116.3252426926023,126.54574186403892,54.34719743457986,"ICM+Epi","N-G-",11.,16.247,22.76
39,127.24968243928828,84.55628780808846,57.608747209357226,"TE","N-G-",5.,16.777,27.232
39,102.73740647874911,114.7210264853549,55.23659245513091,"ICM+Epi","N+G+",14.,35.578,30.409
39,131.49653234717033,100.80838059400118,60.8337822325577,"TE","N-G+",8.,12.721,29.779
39,84.06585132365362,86.56152800342471,61.088081395325226,"TE","N-G+",6.,13.332,32.178
39,93.10820386668294,108.07479222967851,58.429025021566325,"ICM+Epi","N+G-",10.,73.393,27.836
39,81.56218919480409,99.0891110794431,62.59431489787135,"TE","N-G+",6.,21.541,30.988
39,116.50581194461361,103.22707237600471,64.42005247671514,"ICM+Epi","N+G-",10.,51.095,24.652
39,115.96410418857963,117.65308732080365,62.578665718624116,"TE","N+G-",10.,33.947,26.109
39,91.60114510951138,118.91411466013884,63.21376157640763,"TE","N-G-",12.,15.933,21.089
39,105.21328872267381,108.63295187167932,64.37701723378524,"ICM+Epi","N+G-",9.,34.615,28.316
39,102.78949376298314,122.95215848992252,63.295919767455594,"TE","N-G-",10.,18.064,27.016
39,94.08049983905167,102.06940793333636,65.82978270723663,"ICM+Epi","N-G+",9.,18.66,42.598
39,103.81040453397031,99.3130640222212,66.88219001161303,"ICM+Epi","N-G+",12.,23.718,36.952
39,110.61994882616713,87.16447823398117,67.85243912494143,"TE","N-G-",7.,14.721,26.535
40,96.26708155619895,76.42975277153081,3.6975267098721503,"TE","N-G-",7.,16.674,23.589
40,114.26541319975055,80.29386766178095,5.372937973923818,"TE","N-G-",6.,17.323,25.505
40,84.1422512696079,84.74761236733795,4.199306216695838,"TE","N-G-",6.,18.575,24.038
40,65.3043027979008,92.39054978461775,3.9457117440794676,"TE","N-G-",8.,17.931,12.822
40,140.44237603756233,121.01170019052037,4.827233827218626,"TE","N-G-",4.,15.77,17.736
40,110.43752375138703,58.65927431272212,6.030617495696394,"TE","N-G-",6.,15.802,24.685
40,125.81014458688871,79.54106984726963,10.67754146660865,"TE","N-G-",7.,15.667,18.926
40,81.14252932901596,96.56987558242187,11.533314622920718,"ICM+Epi","N-G+",11.,18.711,68.275
40,118.49021242142392,143.74396917059076,11.948759492735933,"TE","N-G-",7.,12.832,14.041
40,99.45762550318986,68.37889535623998,14.584237885626198,"TE","N-G-",9.,15.863,18.011
40,153.1587545439902,115.41577949053243,12.762339029457394,"TE","N-G-",5.,23.859,22.148
40,99.1866582541033,154.6836418445235,13.699253761905243,"TE","N-G-",7.,12.866,14.617
40,74.73854279426625,77.16771713156899,13.758757584404819,"ICM+Epi","N-G+",10.,26.242,110.85
40,136.90453603892527,134.51385212468617,18.432512369825975,"TE","N-G-",6.,14.73,17.491
40,62.1099424107819,97.03342103470715,15.945252589343745,"ICM+Epi","N-G+",9.,22.633,71.186
40,108.30413371984648,151.63536695029546,16.700410191247443,"TE","N-G-",7.,14.604,14.967
40,78.33744583495098,68.61623062781004,19.15413145359355,"TE","N-G-",10.,20.28,22.402
40,66.39962111463093,75.89574841049816,19.42352148636435,"TE","N-G-",9.,18.409,23.337
40,143.57185694250558,114.94481731101055,19.74808779090749,"TE","N-G-",7.,18.459,21.623
40,68.0101588486383,86.85767126614058,17.757414456376257,"ICM+Epi","N-G+",10.,22.321,82.632
40,56.79745775263436,90.69582761106275,20.831057360399754,"TE","N-G-",12.,17.57,18.897
40,71.20833567588517,117.37750384460375,20.393974736948326,"ICM+Epi","N+G-",12.,46.855,19.09
40,152.1206828291798,103.3673060947333,22.86284242683978,"TE","N-G-",10.,14.675,15.122
40,120.57780517142872,64.11056883159708,25.67575039954696,"TE","N-G-",10.,16.226,21.959
40,67.36899690713774,102.43650682654444,24.78860250046239,"ICM+Epi","N+G-",13.,30.406,19.945
40,59.331573997612786,106.34883044383227,24.863252750507307,"ICM+Epi","N+G-",12.,29.886,22.242
40,74.00578628969419,94.21506468481263,24.36125686614726,"ICM+Epi","N-G+",14.,18.378,32.669
40,103.67860828473525,55.68145832724145,25.29059838482244,"TE","N-G-",8.,17.262,29.227
40,140.9728612153515,79.13314984925859,24.706379036644794,"TE","N-G-",9.,19.122,20.692
40,60.21317166717606,116.30949512253844,27.524696447761023,"ICM+Epi","N-G+",9.,25.03,77.673
40,150.0788873607107,72.5804713357538,27.960697183530637,"TE","N-G-",4.,20.012,18.323
40,127.4512138419199,84.07269018881058,27.796250255895448,"TE","N-G-",9.,15.949,17.566
40,136.03438768974593,90.09507270490101,29.885375369471436,"TE","N-G-",11.,13.795,12.989
40,120.00915559235978,98.22380575617578,29.32928510102086,"TE","N-G-",8.,11.605,11.743
40,80.96315664300091,65.7607906417327,29.530516209837604,"TE","N-G-",8.,19.179,19.517
40,78.37179379610279,107.42054752951583,30.45661206546735,"ICM+Epi","N-G+",11.,19.578,32.569
40,126.52000245069289,126.9524987070086,31.19445946446208,"TE","N-G-",9.,16.675,17.776
40,63.04878668226487,79.64490402858155,30.892612801236968,"TE","N-G-",11.,17.233,18.168
40,148.46071674644736,86.36816726852732,32.55114661745239,"TE","N-G-",10.,11.699,11.05
40,140.48817331909808,107.6356326193762,32.05131450845596,"TE","N-G-",12.,16.807,18.333
